 ,Oliver_KAHN,Andreas_HINKEL,Arne_FRIEDRICH,Christian_WÖRNS,Jens_NOWOTNY,Frank_BAUMANN,Bastian_SCHWEINSTEIGER,Dietmar_HAMANN,Fredi_BOBIC,Kevin_KURANYI,Miroslav_KLOSE,Jens_LEHMANN,Michael_BALLACK,Thomas_BRDARIC,Sebastian_KEHL,Jens_JEREMIES,Christian_ZIEGE,Fabian_ERNST,Bernd_SCHNEIDER,Lukas_PODOLSKI,Philipp_LAHM,Torsten_FRINGS,Timo_HILDEBRAND,LEVEL
Oliver_KAHN,0,0,2,4,1,0,2,1,0,3,0,0,1,0,0,0,0,0,2,0,0,1,0
Andreas_HINKEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arne_FRIEDRICH,1,0,0,1,6,0,7,1,0,3,1,0,9,0,0,3,0,0,5,1,1,8,0
Christian_WÖRNS,1,0,4,0,11,0,9,6,0,1,1,0,5,0,0,0,0,0,1,1,12,1,0
Jens_NOWOTNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank_BAUMANN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bastian_SCHWEINSTEIGER,1,0,3,9,5,0,0,12,0,2,0,0,13,0,0,0,0,0,6,1,8,4,0
Dietmar_HAMANN,1,0,2,8,6,0,12,0,0,3,0,0,10,0,0,0,0,0,6,3,7,1,0
Fredi_BOBIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin_KURANYI,3,0,1,1,2,0,2,1,0,0,0,0,6,0,0,3,0,0,6,0,1,0,0
Miroslav_KLOSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jens_LEHMANN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael_BALLACK,1,0,6,2,6,0,6,13,0,4,0,0,0,0,0,1,0,0,10,3,8,8,0
Thomas_BRDARIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebastian_KEHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jens_JEREMIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian_ZIEGE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fabian_ERNST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bernd_SCHNEIDER,2,0,9,1,0,0,0,2,0,0,0,0,6,0,0,1,0,0,0,0,1,6,0
Lukas_PODOLSKI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philipp_LAHM,0,0,1,5,6,0,8,8,0,0,1,0,0,0,0,5,0,0,2,6,0,0,0
Torsten_FRINGS,1,0,5,1,1,0,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0
Timo_HILDEBRAND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
