 ,Mickaël_LANDREAU,Jean-Alain_BOUMSONG,Bixente_LIZARAZU,Patrick_VIEIRA,William_GALLAS,Claude_MAKELELE,Robert_PIRES,Marcel_DESAILLY,Louis_SAHA,Zinédine_ZIDANE,Sylvain_WILTORD,Thierry_HENRY,Mikaël_SILVESTRE,Jérôme_ROTHEN,Lilian_THURAM,Fabien_BARTHEZ,Olivier_DACOURT,Benoît_PEDRETTI,Willy_SAGNOL,David_TREZEGUET,Steve_MARLET,Sidney_GOVOU,Grégory_COUPET,LEVEL
Mickaël_LANDREAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jean-Alain_BOUMSONG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bixente_LIZARAZU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patrick_VIEIRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William_GALLAS,0,0,2,0,0,2,4,0,3,9,4,3,0,1,12,0,4,0,0,1,0,0,0
Claude_MAKELELE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert_PIRES,0,0,6,0,4,0,0,0,0,0,1,0,1,0,2,1,3,0,0,0,0,0,0
Marcel_DESAILLY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Louis_SAHA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zinédine_ZIDANE,0,0,9,0,0,11,8,0,2,0,1,8,0,0,2,2,4,0,0,1,0,0,0
Sylvain_WILTORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thierry_HENRY,0,0,4,0,2,2,3,0,1,5,0,0,2,1,1,0,3,0,0,1,0,0,0
Mikaël_SILVESTRE,0,0,2,0,6,7,1,0,1,3,0,2,0,1,8,7,4,0,0,1,0,0,0
Jérôme_ROTHEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilian_THURAM,0,0,4,0,5,7,3,0,0,3,1,4,9,0,0,4,3,0,0,0,0,0,0
Fabien_BARTHEZ,0,0,1,0,5,1,1,0,0,2,0,3,6,0,4,0,0,0,0,2,0,0,0
Olivier_DACOURT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benoît_PEDRETTI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy_SAGNOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David_TREZEGUET,0,0,1,0,0,2,0,0,0,3,0,1,1,0,0,1,1,0,0,0,0,0,0
Steve_MARLET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sidney_GOVOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grégory_COUPET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
